customer_id,first_name,last_name,email,phone,address_line1,city,region,postal_code,country,customer_segment,signup_date
CUST100340,Sara,Martinez,sara.martinez340@example.com,(844)321-1753,61713 Brooks Island Suite 224,East Donnaton,Delaware,45433,United States,Loyalty,2024-07-03
CUST100341,Timothy,Mendez,timothy.mendez341@example.com,+1-202-484-1390,1305 Jeffrey Stream,West Joshua,Illinois,12555,United States,New,2024-07-08
CUST100342,Jean,Pearson,jean.pearson342@example.com,676.486.3423x461,767 Carlson Groves,Cindyfurt,Nevada,26678,United States,New,2026-05-19
CUST100343,Michael,Hurst,michael.hurst343@example.com,772-808-4964,25625 Charles Shoals,Nathanmouth,Delaware,01763,United States,New,2024-04-06
CUST100344,Haley,Love,haley.love344@example.com,579.553.8164,491 Fleming Mews,Lisaborough,Illinois,07010,United States,Returning,2025-10-03
CUST100345,Victor,Mooney,victor.mooney345@example.com,(211)972-9596x39040,60880 Newman Cliff Suite 164,Loganstad,Montana,10956,United States,Loyalty,2026-04-15
CUST100346,Kim,Snyder,kim.snyder346@example.com,2645771591,21563 Christopher Stream,Lisaside,Alabama,90710,United States,VIP,2022-01-01
CUST100347,Jordan,Glover,jordan.glover347@example.com,404-414-5964,25296 Barnett Pike Apt. 977,Marcfort,Iowa,12533,United States,New,2023-10-19
CUST100348,Katie,Dawson,katie.dawson348@example.com,(883)531-1703x037,53988 Hodges Inlet Suite 281,East Sabrina,Missouri,59802,United States,Returning,2025-12-03
CUST100349,James,Ross,james.ross349@example.com,346-324-9127,72407 Bell Crest,West Ryanberg,Montana,66324,United States,Returning,2025-03-21
CUST100350,William,Brown,william.brown350@example.com,651-906-6343x629,03131 Patty Ports Suite 318,West Jeremyfurt,Montana,51997,United States,VIP,2022-06-01
CUST100351,Jeffrey,Holloway,jeffrey.holloway351@example.com,001-447-932-3549x401,325 Garrett Isle Suite 207,Cookburgh,Kentucky,10590,United States,Returning,2023-01-03
CUST100352,Erin,Castaneda,erin.castaneda352@example.com,+1-657-590-7371x009,11457 Navarro Plains,Elizabethview,Mississippi,60630,United States,VIP,2021-09-02
CUST100353,Maria,Turner,maria.turner353@example.com,289-571-4802x63257,3136 Tammy Wells Suite 824,Pamelafurt,Pennsylvania,55196,United States,New,2023-11-27
CUST100354,Kyle,Williams,kyle.williams354@example.com,459.616.7954x10727,7414 Shawn Forge,Margaretville,Arkansas,64512,United States,VIP,2024-02-27
CUST100355,Adam,Bell,adam.bell355@example.com,3046254882,369 Kelly Bypass,Fitzpatrickbury,Utah,83999,United States,New,2024-11-03
CUST100356,Roberto,Rasmussen,roberto.rasmussen356@example.com,444-594-2965,68344 Kenneth Road Suite 826,Davishaven,New Hampshire,91482,United States,VIP,2024-03-21
CUST100357,William,Jennings,william.jennings357@example.com,(375)467-6670x806,98529 Brown Vista Suite 260,Aguirrehaven,New Jersey,07624,United States,New,2022-04-11
CUST100358,Brian,Gallegos,brian.gallegos358@example.com,+1-215-591-4975x0198,723 Kevin Inlet,Port Toddborough,Delaware,09301,United States,New,2021-07-22
CUST100359,Eric,Hobbs,eric.hobbs359@example.com,913.431.7087x60146,497 Ryan Roads,East Donaldbury,Hawaii,67546,United States,Returning,2026-03-16
CUST100360,James,Castillo,james.castillo360@example.com,219-675-4661x7662,96094 Deanna Shoals Suite 052,Khanmouth,Louisiana,01696,United States,Loyalty,2022-11-25
CUST100361,Michael,Foley,michael.foley361@example.com,635.686.8122x59572,76792 Anderson Islands Suite 996,North Anthonyburgh,Iowa,13154,United States,Returning,2022-06-17
CUST100362,Victor,Shelton,victor.shelton362@example.com,933-712-6610x94101,51762 James Overpass,Sheltonbury,Illinois,97776,United States,Returning,2022-12-07
CUST100363,Ryan,Rice,ryan.rice363@example.com,719.801.3020,2873 Ashley Mountains,Michaelside,Florida,09303,United States,Returning,2025-04-15
CUST100364,Ronald,Bennett,ronald.bennett364@example.com,591-228-4117,34465 Monique Estate Suite 189,Port April,South Carolina,66043,United States,Returning,2024-03-18
CUST100365,Reginald,Brown,reginald.brown365@example.com,001-219-474-0056x435,503 Jones Port,West Tinachester,Rhode Island,97401,United States,Returning,2022-03-29
CUST100366,Paige,Mendoza,paige.mendoza366@example.com,(840)910-7835,00038 Fleming Street Apt. 870,Cannonberg,Nevada,92426,United States,New,2025-03-09
CUST100367,Andrea,Wilson,andrea.wilson367@example.com,595-353-5603,68900 Lisa Club,East Samuelport,Arizona,41674,United States,Loyalty,2024-07-12
CUST100368,Carrie,Zamora,carrie.zamora368@example.com,529-967-1114x8375,8438 Flores Plains Apt. 056,Ramirezborough,Florida,68788,United States,New,2023-07-08
CUST100369,Kevin,Tran,kevin.tran369@example.com,952-203-7710,9641 Joshua Ridge Suite 706,Wallacebury,Indiana,50220,United States,VIP,2023-02-14
CUST100370,Donna,Patel,donna.patel370@example.com,+1-840-885-0954x93059,86487 Armstrong Port,Franciscofurt,New Jersey,98232,United States,Returning,2023-08-01
CUST100371,David,Smith,david.smith371@example.com,+1-641-238-4596x09454,9542 Ford Mill,South Benjaminstad,New Mexico,84091,United States,Loyalty,2026-04-16
CUST100372,Jeffery,Brown,jeffery.brown372@example.com,649-685-1724,32290 Danny Camp Apt. 879,Bobbybury,Arkansas,94158,United States,Loyalty,2023-10-04
CUST100373,Theresa,Smith,theresa.smith373@example.com,(380)593-5118x718,9561 Liu Divide,West Catherinestad,Michigan,53996,United States,Returning,2024-09-28
CUST100374,Thomas,Beltran,thomas.beltran374@example.com,+1-702-750-4290x193,9026 Stephanie Fork,Ryanville,North Dakota,07242,United States,Returning,2025-07-28
CUST100375,Donna,Meyer,donna.meyer375@example.com,943-894-3535x37513,58815 Jacobs Mission Suite 392,Port Regina,Utah,77146,United States,New,2022-09-24
CUST100376,Catherine,Flynn,catherine.flynn376@example.com,451-316-6829x73270,8712 Mary Burg Apt. 128,Strongstad,Florida,53233,United States,Returning,2026-04-17
CUST100377,John,Carter,john.carter377@example.com,959-499-1015x76764,981 Paula Ramp,Emilymouth,Missouri,42501,United States,Returning,2025-04-14
CUST100378,Gregory,Sharp,gregory.sharp378@example.com,813-647-5098x898,5220 Russell Harbors Suite 154,North Keith,New York,58030,United States,Returning,2023-06-16
CUST100379,Nicole,Roberts,nicole.roberts379@example.com,291-534-2138x820,0534 Dennis Pike,Port Shawn,Delaware,94381,United States,Loyalty,2022-07-29
CUST100380,Sean,Reynolds,sean.reynolds380@example.com,712-641-5131x528,815 Ryan Squares Suite 380,East Derrickfurt,Iowa,88758,United States,Loyalty,2023-03-21
CUST100381,Joseph,Hernandez,joseph.hernandez381@example.com,(874)323-1830,932 Robert Greens Suite 935,Morenoburgh,Maryland,30895,United States,Returning,2024-01-15
CUST100382,Elizabeth,Henry,elizabeth.henry382@example.com,+1-769-558-7413x1467,27515 Bush Trail Suite 796,North Kelly,North Carolina,28695,United States,Returning,2025-01-12
CUST100383,Bruce,Ingram,bruce.ingram383@example.com,756-267-6640x473,6392 Kimberly Creek Suite 298,Lake Andrewfurt,Colorado,92871,United States,Returning,2024-05-22
CUST100384,Rhonda,Wang,rhonda.wang384@example.com,+1-810-583-5832,55638 Shelby Camp Apt. 818,Moodyton,Hawaii,37606,United States,Returning,2024-02-13
CUST100385,Andrew,Welch,andrew.welch385@example.com,001-830-241-6624x111,892 Jill Turnpike,Leeport,Massachusetts,56226,United States,New,2025-11-29
CUST100386,Julia,Turner,julia.turner386@example.com,631.949.7646x136,883 Smith Parks Suite 581,Walkertown,Montana,30924,United States,New,2025-05-11
CUST100387,Mitchell,Hart,mitchell.hart387@example.com,+1-445-821-1823x7931,930 King Inlet Suite 205,Savageview,Vermont,27924,United States,Returning,2026-05-04
CUST100388,Laura,Gardner,laura.gardner388@example.com,435-377-8811x61620,71067 Connie Pine,Taylorside,Nebraska,52851,United States,VIP,2021-08-19
CUST100389,Kenneth,Graham,kenneth.graham389@example.com,748-659-5922x4839,3522 Smith Mall Apt. 271,West Jacquelineborough,Vermont,12801,United States,Returning,2026-02-16
CUST100390,Stephen,Davis,stephen.davis390@example.com,+1-679-821-5835x034,9648 Chris Drives Apt. 342,Anneberg,North Dakota,77481,United States,VIP,2024-10-23
CUST100391,Mark,Ingram,mark.ingram391@example.com,001-594-397-3203,27051 Derrick Valley,Colemanfort,Massachusetts,40157,United States,Returning,2025-10-23
CUST100392,Kathleen,Allen,kathleen.allen392@example.com,(666)475-4858x1932,774 Angela Mews Suite 205,Townsendstad,Washington,56085,United States,Returning,2023-05-17
CUST100393,Christina,Walter,christina.walter393@example.com,565.220.3758,1548 Catherine Bypass Suite 760,Joshuaton,Oregon,04489,United States,Returning,2025-07-23
CUST100394,Wendy,Chen,wendy.chen394@example.com,827.381.0509x2221,0518 Lucero Fields,West Marymouth,Virginia,22680,United States,New,2026-07-19
CUST100395,Jennifer,Diaz,jennifer.diaz395@example.com,3664013824,49386 Cynthia Ville Apt. 448,Davidmouth,Oregon,91765,United States,New,2022-04-15
CUST100396,Ashlee,Ford,ashlee.ford396@example.com,212-512-5902,1343 Lance Light Suite 242,Robertborough,Louisiana,26613,United States,Returning,2023-01-23
CUST100397,Tiffany,Green,tiffany.green397@example.com,841.475.9558x720,654 Matthew Parkway,Christopherborough,Kentucky,29108,United States,Returning,2025-07-14
CUST100398,Jose,Weeks,jose.weeks398@example.com,727.227.9559x69051,7551 Robin Inlet,South Amy,Wisconsin,03351,United States,Returning,2025-04-15
CUST100399,Lisa,Bryant,lisa.bryant399@example.com,001-966-873-4595,38166 Finley Locks Apt. 282,Oliviahaven,Illinois,74948,United States,Returning,2022-09-28
CUST100400,David,Cook,david.cook400@example.com,2144257627,44123 Samuel Stream,East Gail,Wyoming,49555,United States,Returning,2021-08-06
CUST100401,Thomas,Cooper,thomas.cooper401@example.com,886.737.6731x6252,696 Michael Skyway Apt. 392,West Michael,North Carolina,00709,United States,New,2024-12-10
CUST100402,Robin,Brewer,robin.brewer402@example.com,(873)403-4615,44670 Mullen Manor Apt. 268,South Lindastad,Utah,96533,United States,Returning,2022-06-02
CUST100403,Diana,Sullivan,diana.sullivan403@example.com,9258298670,46419 Shaw Tunnel Suite 585,Port Haroldchester,Ohio,50763,United States,VIP,2022-03-27
CUST100404,Edward,Rogers,edward.rogers404@example.com,001-394-938-9760x740,0954 Rogers Hill Apt. 842,Michaeltown,New Hampshire,43051,United States,Loyalty,2024-02-01
CUST100405,Cynthia,Larson,cynthia.larson405@example.com,(808)663-2181x227,9389 Williams Islands Suite 029,South Williamland,Michigan,83959,United States,New,2024-02-15
CUST100406,Roberto,Johnson,roberto.johnson406@example.com,001-241-761-3944x9883,64248 Cassandra Falls Suite 406,North Kimberly,Texas,17509,United States,New,2023-11-22
CUST100407,Joseph,George,joseph.george407@example.com,+1-851-733-0531x9497,8055 Reed Mills Apt. 773,Lake Peter,Montana,04730,United States,Returning,2026-06-01
CUST100408,Tammy,Welch,tammy.welch408@example.com,+1-951-938-5445,99295 Perry Track,Port Teresaside,West Virginia,64825,United States,Returning,2023-07-21
CUST100409,Nicholas,Medina,nicholas.medina409@example.com,(891)716-3319x4226,9455 Elizabeth Spur,Wayneside,Montana,30005,United States,Returning,2024-12-28
CUST100410,Troy,Marshall,troy.marshall410@example.com,822.864.0857x216,09329 Carol Street Suite 059,East Ashley,New Mexico,90201,United States,Loyalty,2022-04-30
CUST100411,Stephanie,Johnson,stephanie.johnson411@example.com,+1-768-483-2753x273,03977 Gabriela Mills Apt. 278,Port Cassandramouth,Hawaii,32595,United States,Loyalty,2025-06-27
CUST100412,Jennifer,Jones,jennifer.jones412@example.com,001-206-987-6164x8198,046 Michael Stravenue Suite 611,Port Jose,Pennsylvania,99273,United States,Returning,2022-07-04
CUST100413,Jennifer,Richardson,jennifer.richardson413@example.com,+1-752-637-3415x17734,7494 Kathleen Drive Suite 035,Jenniferport,Virginia,21250,United States,New,2026-05-20
CUST100414,Cynthia,Alvarez,cynthia.alvarez414@example.com,642.422.9464x303,5886 Montgomery Extension,Dawnshire,North Carolina,41696,United States,New,2026-01-02
CUST100415,Nicholas,Grimes,nicholas.grimes415@example.com,528.472.7601x5343,135 Stevens Route Apt. 833,Elizabethfurt,South Dakota,13456,United States,New,2024-05-10
CUST100416,William,Nelson,william.nelson416@example.com,+1-681-407-9833,72094 Davis Field,East Alexandraton,Indiana,30331,United States,New,2023-08-18
CUST100417,Brenda,Perkins,brenda.perkins417@example.com,518.305.1371x717,749 Bonnie Wall,Lake Oliviaborough,Pennsylvania,83722,United States,Returning,2025-06-08
CUST100418,Victoria,King,victoria.king418@example.com,(794)672-5878x44483,712 Smith Pass Suite 722,Port Ryanport,Connecticut,58591,United States,Loyalty,2024-06-19
CUST100419,Dana,Ryan,dana.ryan419@example.com,(931)333-4845,392 Moore Trafficway Suite 229,West Sue,New Mexico,86155,United States,New,2025-02-06
CUST100420,Kimberly,Adams,kimberly.adams420@example.com,874-852-4555x746,0652 Wang Brook,East Ebony,Kentucky,39140,United States,Returning,2024-09-24
CUST100421,Andrew,Simmons,andrew.simmons421@example.com,(458)783-3987x4113,970 Watts Squares Suite 349,Brownton,South Dakota,45418,United States,Returning,2023-11-26
CUST100422,Amanda,Kim,amanda.kim422@example.com,317-921-5622x9493,9848 Norris Dam,Port Kristimouth,Mississippi,58938,United States,New,2023-05-20
CUST100423,Jack,Mcdonald,jack.mcdonald423@example.com,855.934.4902x166,085 Ariel Bypass,Kristyfort,Maine,75843,United States,Returning,2024-05-23
CUST100424,Cynthia,Navarro,cynthia.navarro424@example.com,001-918-518-2819,647 Preston Streets,Lake Mark,Idaho,85414,United States,Returning,2026-06-13
CUST100425,Matthew,Rose,matthew.rose425@example.com,001-760-869-4096x003,3958 Valdez Flats,Patriciashire,Georgia,25253,United States,New,2022-10-25
CUST100426,Jamie,White,jamie.white426@example.com,7895028515,42643 Kelsey Burg,South David,Missouri,03833,United States,Returning,2025-05-01
CUST100427,Mikayla,Dickerson,mikayla.dickerson427@example.com,360.377.6336,981 Katherine Crest,Yangstad,West Virginia,42035,United States,New,2025-01-31
CUST100428,James,Galloway,james.galloway428@example.com,757.648.1700x66615,4316 Smith Harbor,Brandonbury,Idaho,74501,United States,Loyalty,2021-08-19
CUST100429,David,Moore,david.moore429@example.com,001-470-409-3459x626,251 Anthony Ford,Richardstad,Kentucky,82016,United States,Loyalty,2024-04-14
CUST100430,Anthony,Johnson,anthony.johnson430@example.com,4704260869,53161 Tanya Mountain,Chaseside,New Hampshire,18117,United States,New,2021-07-24
CUST100431,Larry,Harrison,larry.harrison431@example.com,525-485-9177x932,11649 John Glen,Lake Donna,Michigan,93622,United States,Returning,2025-06-26
CUST100432,Elizabeth,Meyer,elizabeth.meyer432@example.com,001-842-256-5290,02032 Morris Ports,Webbstad,Illinois,82907,United States,New,2026-06-19
CUST100433,Richard,Haney,richard.haney433@example.com,794.987.1485x524,158 Brown Lakes Suite 082,East Theresaville,Delaware,72651,United States,VIP,2024-01-26
CUST100434,David,Bailey,david.bailey434@example.com,568.718.2683x230,880 Ryan Square,West Erik,Utah,22211,United States,Returning,2023-06-24
CUST100435,Megan,Potter,megan.potter435@example.com,(889)863-4064,5240 John Point Suite 399,North Karinaberg,Georgia,63537,United States,New,2022-12-01
CUST100436,Kathy,Roman,kathy.roman436@example.com,362.566.9335,61923 Thomas Harbor Suite 018,Alexandriafort,Iowa,87063,United States,New,2025-04-13
CUST100437,Kent,Martinez,kent.martinez437@example.com,001-497-921-5406x4176,81199 Allen Vista Suite 660,Port Kaylaview,Kentucky,84421,United States,Loyalty,2025-11-15
CUST100438,Mark,Estrada,mark.estrada438@example.com,651-301-7397x396,996 Williams Coves Apt. 911,West Betty,Virginia,79643,United States,Returning,2025-02-21
CUST100439,Lisa,Higgins,lisa.higgins439@example.com,2575798066,51460 Atkinson Glen,Lorettastad,Minnesota,33098,United States,Loyalty,2023-11-28
CUST100440,Sean,Williams,sean.williams440@example.com,742.738.8565x271,4116 Howell Route,Port Patrick,Kentucky,93220,United States,Returning,2025-09-07
CUST100441,Michael,Shaffer,michael.shaffer441@example.com,(422)850-1394x884,11964 Jennifer Place,Randyfurt,Connecticut,97007,United States,VIP,2024-01-21
CUST100442,Christina,Arellano,christina.arellano442@example.com,937-503-8240x73333,43097 Perry Plaza,South Jacob,North Dakota,76640,United States,Returning,2024-12-14
CUST100443,Courtney,Oneal,courtney.oneal443@example.com,(745)546-5535x8512,87851 Jennifer Stravenue,South Joseph,Arkansas,60825,United States,VIP,2025-04-12
CUST100444,Tyler,Graham,tyler.graham444@example.com,(308)778-0572,494 Jennifer Overpass,Padillaberg,Montana,28708,United States,Loyalty,2025-05-26
CUST100445,Kyle,Terry,kyle.terry445@example.com,753-398-6289x5090,186 Jessica Gateway,Port Howard,Tennessee,65378,United States,Returning,2022-07-28
CUST100446,Martin,Davis,martin.davis446@example.com,(896)666-7252x1452,24633 Duke Roads Apt. 571,Andrewton,Oklahoma,08253,United States,Loyalty,2024-09-23
CUST100447,Cody,Smith,cody.smith447@example.com,900.456.4099x51239,1295 Patricia Squares,New Eduardo,New Hampshire,04477,United States,Returning,2021-11-19
CUST100448,Savannah,Beasley,savannah.beasley448@example.com,344-915-2982,295 Mcfarland Plaza,Bowersville,Texas,73175,United States,Loyalty,2022-02-10
CUST100449,Matthew,Diaz,matthew.diaz449@example.com,373.360.5079,998 Sherman Row Apt. 452,Gallagherport,South Dakota,56379,United States,Returning,2024-12-28
CUST100450,Ryan,Miller,ryan.miller450@example.com,9716587964,031 Mcclain Summit,Lake Lee,Arkansas,70531,United States,Loyalty,2021-10-16
CUST100451,Brandon,Turner,brandon.turner451@example.com,758.206.8828,72351 Tyler Ports,North Sandraborough,Vermont,15748,United States,Loyalty,2024-01-10
CUST100452,Adam,Allen,adam.allen452@example.com,626-535-6022x93946,0666 Kirby Field Suite 490,Williamsmouth,Florida,87396,United States,Returning,2023-06-14
CUST100453,Chad,Wilson,chad.wilson453@example.com,(671)628-5246,411 Carson Flats Apt. 873,New Wendy,New Mexico,63260,United States,New,2022-06-26
CUST100454,Daniel,Johnson,daniel.johnson454@example.com,(521)513-6957x2790,90254 Michael Flats Apt. 662,Williambury,Idaho,82711,United States,New,2023-03-17
CUST100455,Matthew,Griffith,matthew.griffith455@example.com,4717398482,16880 Jennifer Islands,Benjaminville,Utah,31127,United States,Returning,2021-08-09
CUST100456,Patrick,Hart,patrick.hart456@example.com,(891)930-9810x7964,794 Baird Roads,Mendozaberg,New Jersey,70815,United States,Loyalty,2024-08-13
CUST100457,Jeffrey,Mitchell,jeffrey.mitchell457@example.com,001-526-842-5064x2076,536 Stephenson Mount,Wallacefurt,New Jersey,48153,United States,Returning,2024-06-05
CUST100458,Mark,Ross,mark.ross458@example.com,001-783-633-3939x5786,2718 Evans Village,Williamsborough,Michigan,72812,United States,Returning,2022-11-20
CUST100459,Donna,Giles,donna.giles459@example.com,(427)803-6924x92693,3275 Erica Turnpike Apt. 100,West Melissamouth,Minnesota,27109,United States,New,2022-11-01
CUST100460,Susan,Parker,susan.parker460@example.com,659-659-7752,222 Wilson River,Mooreside,South Dakota,62048,United States,New,2023-12-12
CUST100461,Hannah,Mckee,hannah.mckee461@example.com,927-410-2676,579 Seth Brooks,Pottsshire,Minnesota,45036,United States,New,2022-04-12
CUST100462,Olivia,Jones,olivia.jones462@example.com,(394)762-1354,99625 Lee Harbors Apt. 752,Lake Johnport,Kentucky,59343,United States,New,2025-03-28
CUST100463,Matthew,Nelson,matthew.nelson463@example.com,001-971-858-0290x90463,46558 Russell Junctions Apt. 548,South Juan,Colorado,59466,United States,Returning,2022-04-11
CUST100464,Linda,Gentry,linda.gentry464@example.com,310.221.3125x12931,591 Brandi Well,Welchmouth,Texas,14372,United States,Returning,2022-08-04
CUST100465,Brian,Taylor,brian.taylor465@example.com,001-512-911-0633x0165,792 Roberts Springs,South Jacksontown,Colorado,23550,United States,New,2023-03-28
CUST100466,Jose,Humphrey,jose.humphrey466@example.com,001-831-613-2532,436 Summers Street Apt. 804,Karenland,Arkansas,08730,United States,New,2025-10-03
CUST100467,Max,Quinn,max.quinn467@example.com,+1-661-770-1595x919,7574 Edwards Summit Apt. 392,Lake Michaelmouth,New Jersey,43016,United States,Returning,2024-12-25
CUST100468,Steven,Nolan,steven.nolan468@example.com,222.866.0256x265,92310 Kennedy Groves,Jamesfort,Montana,21251,United States,Loyalty,2024-02-20
CUST100469,Maria,Nash,maria.nash469@example.com,333-379-7662x705,794 Joe Park Apt. 670,Crystalmouth,South Dakota,41213,United States,New,2025-03-15
CUST100470,Cheryl,George,cheryl.george470@example.com,545.752.5971x07563,7485 Hale Crossroad,Kimberlyshire,Iowa,93313,United States,Returning,2023-07-28
CUST100471,Lisa,Wright,lisa.wright471@example.com,001-770-358-1629,9417 Waters Turnpike Suite 250,Wrighttown,Massachusetts,47184,United States,Returning,2025-08-29
CUST100472,Anna,Bowers,anna.bowers472@example.com,675-598-3399x14038,0443 Kenneth Burgs Suite 157,South Connie,Oklahoma,21076,United States,Returning,2025-05-01
CUST100473,Katherine,Rodriguez,katherine.rodriguez473@example.com,374-239-7429x250,752 Decker Lane Apt. 656,West Christie,Wisconsin,05027,United States,New,2023-12-17
CUST100474,Mario,Avila,mario.avila474@example.com,3804271122,55516 Potter Park,Gardnerhaven,Nebraska,84625,United States,Returning,2024-12-03
CUST100475,Heather,Kelley,heather.kelley475@example.com,237-221-4330,0033 Stephanie Dam,Marcusfurt,Alaska,67380,United States,VIP,2024-01-07
CUST100476,Travis,Caldwell,travis.caldwell476@example.com,001-268-710-3903x397,582 Lewis Plain,Lake Julieport,Louisiana,73411,United States,Returning,2024-09-26
CUST100477,William,Moore,william.moore477@example.com,694.953.5461,9863 Daniel Loaf,Lake Sarahborough,Illinois,75239,United States,Returning,2024-02-04
CUST100478,Marissa,Craig,marissa.craig478@example.com,001-245-670-3943,25376 Ellis Lock,South Timothy,Rhode Island,37901,United States,Loyalty,2023-09-02
CUST100479,Chris,Rodriguez,chris.rodriguez479@example.com,8094004047,53365 Joshua Shoal,West Kayleeville,Maryland,19092,United States,Loyalty,2023-10-16
CUST100480,Stephen,Randolph,stephen.randolph480@example.com,910.672.0113,97123 Raymond Lane Apt. 076,Gutierreztown,Oregon,06272,United States,Returning,2022-02-02
CUST100481,Susan,Walter,susan.walter481@example.com,001-847-934-0433x700,045 Carly Motorway,Stephensstad,Texas,49164,United States,New,2026-03-29
CUST100482,Amber,Flores,amber.flores482@example.com,+1-856-729-6575x4278,94255 Hayes Plains Apt. 058,New Matthew,South Dakota,98122,United States,Returning,2022-11-29
CUST100483,Melissa,Berry,melissa.berry483@example.com,361.261.8808,235 Wilson Street Suite 868,Robinsonstad,West Virginia,53978,United States,Loyalty,2022-06-17
CUST100484,Jeremiah,Schneider,jeremiah.schneider484@example.com,(530)881-7214,81300 Kenneth Fords Apt. 114,Tapiachester,Minnesota,87216,United States,Loyalty,2024-12-25
CUST100485,Alex,Harper,alex.harper485@example.com,965-734-6997x99070,47681 Barker River Suite 706,South Katherineland,New Mexico,33551,United States,VIP,2026-03-07
CUST100486,Christopher,Sanchez,christopher.sanchez486@example.com,001-917-565-3970x548,02908 Jones Falls Suite 496,West Brendahaven,New York,23296,United States,Returning,2025-05-25
CUST100487,Kelly,Martin,kelly.martin487@example.com,495-861-2137x7306,2359 Perez Mills,North Frankberg,West Virginia,79826,United States,Loyalty,2026-05-05
CUST100488,Andrew,Crawford,andrew.crawford488@example.com,001-860-385-8167x046,45768 Rebecca Wells,North Andrew,Colorado,75267,United States,Returning,2023-02-22
CUST100489,Elizabeth,Griffin,elizabeth.griffin489@example.com,+1-358-247-1296,24260 Brown Turnpike,North Aliciaview,Pennsylvania,70037,United States,Returning,2021-08-18
CUST100490,Kevin,Cain,kevin.cain490@example.com,337-433-7773x12688,217 Ashlee Gateway,Francostad,Iowa,34903,United States,New,2025-01-04
CUST100491,Brian,Reynolds,brian.reynolds491@example.com,460-535-6793x27986,1690 Jones Corner Apt. 054,Campbellmouth,Maryland,70662,United States,New,2024-05-03
CUST100492,Samantha,Wyatt,samantha.wyatt492@example.com,987.769.8999x2751,4449 Lawrence Islands,New James,Maryland,25646,United States,Returning,2024-05-27
CUST100493,Zachary,Jenkins,zachary.jenkins493@example.com,596-939-2435x885,43395 Paige Valleys,Brooksfurt,New Mexico,94485,United States,New,2023-11-10
CUST100494,Sarah,Stevens,sarah.stevens494@example.com,924-991-4168x60134,963 Williams Meadow Suite 917,Hughesville,Florida,24238,United States,Returning,2022-08-07
CUST100495,Michael,Solis,michael.solis495@example.com,3018418842,90015 Mitchell Garden,East Christine,Oregon,99031,United States,Returning,2023-10-28
CUST100496,Sarah,Gomez,sarah.gomez496@example.com,520.289.5326,99471 John Lodge,East Stephen,Hawaii,23247,United States,Returning,2023-06-06
CUST100497,Joshua,Smith,joshua.smith497@example.com,+1-446-899-6733x11677,84376 Morris Parks Suite 793,Drewland,Rhode Island,92111,United States,New,2024-10-07
CUST100498,Gary,Powell,gary.powell498@example.com,955.264.3436,170 Armstrong Lake,Smithchester,Washington,58870,United States,Returning,2025-02-28
CUST100499,Christopher,Scott,christopher.scott499@example.com,545.247.2239,0312 Christina Plaza Apt. 418,Shawnport,Georgia,57634,United States,New,2023-12-04
CUST100500,Monica,Lopez,monica.lopez500@example.com,(842)481-3190x92487,39111 Roth Fall,Port Stevenstad,Washington,23952,United States,Returning,2022-11-08
CUST100501,Amanda,Lopez,amanda.lopez501@example.com,8524480880,72239 Berry Harbors,Sanchezburgh,Virginia,14902,United States,New,2023-09-01
CUST100502,Fernando,Obrien,fernando.obrien502@example.com,8168204787,859 Walton Pine Suite 287,Port Benjamin,California,79117,United States,Returning,2024-09-05
CUST100503,Meagan,Wilson,meagan.wilson503@example.com,(466)645-0573x03627,20374 Ross Station Suite 537,South Susan,Kansas,19576,United States,Returning,2022-06-01
CUST100504,Kenneth,Brown,kenneth.brown504@example.com,366.719.4588x707,48201 Julie Points Suite 008,Lake Adriana,Alaska,59268,United States,New,2024-12-26
CUST100505,Matthew,Austin,matthew.austin505@example.com,(295)345-0891x776,5742 Kathleen Flat,New Patrickfurt,Iowa,05991,United States,Returning,2021-12-05
CUST100506,Kevin,Mckay,kevin.mckay506@example.com,669.536.2689,20471 Taylor Expressway,Wilsonmouth,Michigan,81345,United States,New,2024-09-20
CUST100507,Melissa,Sosa,melissa.sosa507@example.com,598-585-5829x849,7458 Porter Stream,Williamsshire,Maryland,34270,United States,Returning,2022-06-17
CUST100508,Madison,Peters,madison.peters508@example.com,837.821.8856,1329 Fry Shore Apt. 506,Briggsberg,Nebraska,62520,United States,New,2021-10-25
CUST100509,Matthew,Wood,matthew.wood509@example.com,437-776-9366x3439,596 Craig Corner,East Amberfort,Colorado,91908,United States,Returning,2022-11-05
CUST100510,Victoria,Smith,victoria.smith510@example.com,(402)645-5910,09109 Lori Fields Apt. 671,Brittneyhaven,California,80813,United States,New,2023-12-22
CUST100511,Dillon,Ford,dillon.ford511@example.com,928-917-9340x652,446 Roman Freeway Suite 533,Hernandezberg,Arizona,10915,United States,Returning,2022-01-20
CUST100512,Briana,Wilson,briana.wilson512@example.com,572-921-4559,1894 Paula Shoal Apt. 526,West Carl,Arizona,33554,United States,Loyalty,2024-11-13
CUST100513,Jacob,Jimenez,jacob.jimenez513@example.com,+1-365-972-5659x20246,02389 Krueger Flats Apt. 600,Jenniferstad,Michigan,00859,United States,Returning,2022-06-11
CUST100514,Timothy,Holloway,timothy.holloway514@example.com,833.225.8486x89993,984 Williams Isle Apt. 691,Gallegoschester,New Jersey,80292,United States,Loyalty,2026-06-02
CUST100515,Jerry,Edwards,jerry.edwards515@example.com,001-837-644-0394,303 Allen Alley,Williamsland,Louisiana,70658,United States,Loyalty,2026-03-16
